angle,angular_velocity,-3,0,3
-2.0766,20.5412,-517.8662671233413,-515.068453893358,-512.9365873046353
-2.0766,22.9578,-417.9089230083945,-412.7050806987976,-405.9918364232227
-2.0766,25.3744,-121.92754239535313,-97.24029354712586,-110.64889261538163
-2.0766,27.791,0.0,0.0,0.0
-2.0766,30.2076,0.0,0.0,0.0
-2.0766,32.6242,0.0,0.0,0.0
-2.0766,35.0408,0.0,0.0,0.0
-2.0766,37.4575,0.0,0.0,0.0
-2.0766,39.8741,0.0,0.0,0.0
-2.0766,42.2907,0.0,0.0,0.0
-2.0766,44.7073,0.0,0.0,0.0
-2.0766,47.1239,0.0,0.0,0.0
-1.9702,-47.1239,0.0,0.0,0.0
-1.9702,-44.7073,0.0,0.0,0.0
-1.9702,-42.2907,0.0,0.0,0.0
-1.9702,-39.8741,0.0,0.0,0.0
-1.9702,-37.4575,0.0,0.0,0.0
-1.9702,-35.0408,0.0,0.0,0.0
-1.9702,-32.6242,0.0,0.0,0.0
-1.9702,-30.2076,0.0,0.0,0.0
-1.9702,-27.791,0.0,0.0,0.0
-1.9702,-25.3744,0.0,0.0,0.0
-1.9702,-22.9578,-25.539569184344906,-16.302189052134338,-22.994871786577026
-1.9702,-20.5412,-957.1358813673501,-947.7726145030412,-945.7910535144654
-1.9702,-18.1246,-1208.4548764731096,-1250.063552252877,-1259.163723650687
-1.9702,-15.708,-1328.8292845767244,-1329.9494330424614,-1332.6792773016814
-1.9702,-13.2914,-1383.8887309439976,-1383.4779635922064,-1386.4433493224528
-1.9702,-10.8747,-1385.1236900730255,-1381.7712920928682,-1382.4797599588292
-1.9702,-8.4581,-1372.6162650943177,-1370.5267698524476,-1369.2526417157358
-1.9702,-6.0415,-1337.281897345133,-1336.6186054649793,-1337.9587301122406
-1.9702,-3.6249,-1294.7569577739634,-1293.5042549102873,-1294.6584878462597
-1.9702,-1.2083,-1222.1904857892819,-1225.6563115147942,-1217.7024618634443
-1.9702,1.2083,-1131.937813820658,-1128.9361436670424,-1122.5727881621879
-1.9702,3.6249,-1023.8424617981314,-1024.8783535873936,-1019.5146886851627
-1.9702,6.0415,-929.9852906245266,-918.0715225770946,-906.879614227517
-1.9702,8.4581,-806.9591061608191,-793.7747873976075,-784.484236576127
-1.9702,10.8747,-710.5409397693718,-707.413559371602,-695.6470617234286
-1.9702,13.2914,-615.8960714364972,-596.3691907419022,-610.6793972695958
-1.9702,15.708,-537.0023113298749,-537.6850590291817,-534.1338843282024
-1.9702,18.1246,-503.8663012321183,-502.1333395795264,-502.252579149543
-1.9702,20.5412,-467.68829827699403,-461.1993864474284,-461.33552435235515
-1.9702,22.9578,-368.9379968530993,-366.9345939009128,-363.24120348106277
-1.9702,25.3744,-23.73014596718702,-25.48428675327388,-24.110638441855144
-1.9702,27.791,0.0,0.0,0.0
-1.9702,30.2076,0.0,0.0,0.0
-1.9702,32.6242,0.0,0.0,0.0
-1.9702,35.0408,0.0,0.0,0.0
-1.9702,37.4575,0.0,0.0,0.0
-1.9702,39.8741,0.0,0.0,0.0
-1.9702,42.2907,0.0,0.0,0.0
-1.9702,44.7073,0.0,0.0,0.0
-1.9702,47.1239,0.0,0.0,0.0
-1.8637,-47.1239,0.0,0.0,0.0
-1.8637,-44.7073,0.0,0.0,0.0
-1.8637,-42.2907,0.0,0.0,0.0
-1.8637,-39.8741,0.0,0.0,0.0
-1.8637,-37.4575,0.0,0.0,0.0
-1.8637,-35.0408,0.0,0.0,0.0
-1.8637,-32.6242,0.0,0.0,0.0
-1.8637,-30.2076,0.0,0.0,0.0
-1.8637,-27.791,0.0,0.0,0.0
-1.8637,-25.3744,0.0,0.0,0.0
-1.8637,-22.9578,-7.673612128559021,-13.42791813852088,-8.136944314219248
-1.8637,-20.5412,-720.810529150641,-761.5097266952671,-760.222012656917
-1.8637,-18.1246,-1198.166923056908,-1194.0550776215216,-1197.0557681023233
-1.8637,-15.708,-1273.9878684835705,-1277.9686537462585,-1280.89838686666
-1.8637,-13.2914,-1338.6390295263234,-1336.3882715548446,-1338.0399657579717
-1.8637,-10.8747,-1362.907057916977,-1362.2430204775576,-1360.5017625749654
-1.8637,-8.4581,-1344.5809680750647,-1344.8969414258781,-1343.6893483843987
-1.8637,-6.0415,-1305.2525371839552,-1303.82667288446,-1305.0604041630609
-1.8637,-3.6249,-1262.44488573442,-1265.8271438679624,-1261.0479729997787
-1.8637,-1.2083,-1197.506405932461,-1194.3666623705494,-1191.0880982294525
-1.8637,1.2083,-1118.677045884813,-1115.6965218845573,-1113.970023908859
-1.8637,3.6249,-1010.9225246357955,-1013.6622545021678,-1003.8946036582129
-1.8637,6.0415,-847.259860336737,-851.0496058708588,-847.7014651127689
-1.8637,8.4581,-735.1497817071227,-732.6971647368437,-730.0644902242993
-1.8637,10.8747,-638.6645673805227,-634.8500718324536,-635.063702403849
-1.8637,13.2914,-546.2321308889158,-537.1773550227286,-532.7267699673816
-1.8637,15.708,-496.7634987976661,-490.7689617067008,-481.5994407704179
-1.8637,18.1246,-448.7956689137875,-452.6362020491658,-448.70818644921513
-1.8637,20.5412,-413.52621194900127,-415.12361147742587,-413.6386308107107
-1.8637,22.9578,-287.9983476950625,-277.71482852954875,-298.48388897544515
-1.8637,25.3744,-15.278736163925595,-21.31598427249809,-22.45052865417106
-1.8637,27.791,0.0,0.0,0.0
-1.8637,30.2076,0.0,0.0,0.0
-1.8637,32.6242,0.0,0.0,0.0
-1.8637,35.0408,0.0,0.0,0.0
-1.8637,37.4575,0.0,0.0,0.0
-1.8637,39.8741,0.0,0.0,0.0
-1.8637,42.2907,0.0,0.0,0.0
-1.8637,44.7073,0.0,0.0,0.0
-1.8637,47.1239,0.0,0.0,0.0
-1.7572,-47.1239,0.0,0.0,0.0
-1.7572,-44.7073,0.0,0.0,0.0
-1.7572,-42.2907,0.0,0.0,0.0
-1.7572,-39.8741,0.0,0.0,0.0
-1.7572,-37.4575,0.0,0.0,0.0
-1.7572,-35.0408,0.0,0.0,0.0
-1.7572,-32.6242,0.0,0.0,0.0
-1.7572,-30.2076,0.0,0.0,0.0
-1.7572,-27.791,0.0,0.0,0.0
-1.7572,-25.3744,0.0,0.0,0.0
-1.7572,-22.9578,0.0,0.0,0.0
-1.7572,-20.5412,-415.61511446102077,-392.86368453212464,-420.67198571236946
-1.7572,-18.1246,-988.9093735717222,-1094.4765294193824,-1093.1541420994438
-1.7572,-15.708,-1216.0700758115217,-1233.0972962737403,-1233.3932961275755
-1.7572,-13.2914,-1280.2724126198802,-1273.373938616037,-1275.293315857161
-1.7572,-10.8747,-1325.2457144200055,-1320.6321841897839,-1325.6496575686353
-1.7572,-8.4581,-1304.3501953084833,-1306.5769966059027,-1303.7917750489526
-1.7572,-6.0415,-1270.1583792679094,-1269.0541840969363,-1270.1035486579071
-1.7572,-3.6249,-1214.7408675307788,-1212.8609120919828,-1214.838836151982
-1.7572,-1.2083,-1149.894497170189,-1143.619211986618,-1143.0007795395752
-1.7572,1.2083,-1059.4157715324247,-1045.8447829875379,-1043.5332581826174
-1.7572,3.6249,-932.9089189563899,-930.5775029877266,-918.8106538202577
-1.7572,6.0415,-813.1322890994518,-790.7172664080013,-799.5835840222791
-1.7572,8.4581,-688.7976339528246,-675.8283066796946,-682.8678513298499
-1.7572,10.8747,-575.7435980419964,-569.0667276295743,-561.8509551328118
-1.7572,13.2914,-480.2102537666465,-473.94130372003883,-472.63812348112424
-1.7572,15.708,-435.6271384999663,-433.3992128552898,-438.01124622973344
-1.7572,18.1246,-407.1901400392948,-405.85912334222314,-405.98903299718984
-1.7572,20.5412,-364.581280633212,-368.16523865239077,-367.1537093902265
-1.7572,22.9578,-198.44314976379832,-187.48066786052055,-180.7771643657763
-1.7572,25.3744,0.0,0.0,0.0
-1.7572,27.791,0.0,0.0,0.0
-1.7572,30.2076,0.0,0.0,0.0
-1.7572,32.6242,0.0,0.0,0.0
-1.7572,35.0408,0.0,0.0,0.0
-1.7572,37.4575,0.0,0.0,0.0
-1.7572,39.8741,0.0,0.0,0.0
-1.7572,42.2907,0.0,0.0,0.0
-1.7572,44.7073,0.0,0.0,0.0
-1.7572,47.1239,0.0,0.0,0.0
-1.6507,-47.1239,0.0,0.0,0.0
-1.6507,-44.7073,0.0,0.0,0.0
-1.6507,-42.2907,0.0,0.0,0.0
-1.6507,-39.8741,0.0,0.0,0.0
-1.6507,-37.4575,0.0,0.0,0.0
-1.6507,-35.0408,0.0,0.0,0.0
-1.6507,-32.6242,0.0,0.0,0.0
-1.6507,-30.2076,0.0,0.0,0.0
-1.6507,-27.791,0.0,0.0,0.0
-1.6507,-25.3744,0.0,0.0,0.0
-1.6507,-22.9578,0.0,0.0,0.0
-1.6507,-20.5412,-130.65188898623308,-123.98362771276523,-138.34691075920634
-1.6507,-18.1246,-895.5041489608739,-926.8373229651065,-925.4172900298535
-1.6507,-15.708,-1156.5396668175893,-1155.8029924766147,-1159.9880845571536
-1.6507,-13.2914,-1210.994426538954,-1218.0875996652628,-1216.8521412436503
-1.6507,-10.8747,-1271.8372747645756,-1270.2595660383793,-1269.1370950538903
-1.6507,-8.4581,-1266.7921362948857,-1263.1439341044381,-1264.7189062038544
-1.6507,-6.0415,-1228.9659873476628,-1225.3625164486793,-1226.671142737453
-1.6507,-3.6249,-1177.2820246968774,-1164.2461733023752,-1169.8479285074516
-1.6507,-1.2083,-1094.9480186635703,-1099.4947217668625,-1101.0436760242867
-1.6507,1.2083,-999.9188051109052,-991.7414711385932,-980.3717842797585
-1.6507,3.6249,-883.6545212710536,-886.3179235331694,-882.8755294886478
-1.6507,6.0415,-742.2985666301232,-752.9533212629902,-747.3279608222583
-1.6507,8.4581,-614.6306099030098,-610.8516830495515,-603.6676580605067
-1.6507,10.8747,-502.7856101045027,-487.35921940682533,-501.48067291880443
-1.6507,13.2914,-411.51822118710464,-413.1371342312708,-414.30478426295497
-1.6507,15.708,-397.89202855304916,-396.56897955696746,-391.23493150143366
-1.6507,18.1246,-366.33714560973243,-364.50127801410855,-364.0364856071587
-1.6507,20.5412,-319.99289565415967,-316.24758899905834,-314.0811868834163
-1.6507,22.9578,-86.13568697767712,-80.28776526125397,-61.6024227539093
-1.6507,25.3744,0.0,0.0,0.0
-1.6507,27.791,0.0,0.0,0.0
-1.6507,30.2076,0.0,0.0,0.0
-1.6507,32.6242,0.0,0.0,0.0
-1.6507,35.0408,0.0,0.0,0.0
-1.6507,37.4575,0.0,0.0,0.0
-1.6507,39.8741,0.0,0.0,0.0
-1.6507,42.2907,0.0,0.0,0.0
-1.6507,44.7073,0.0,0.0,0.0
-1.6507,47.1239,0.0,0.0,0.0
-1.5442,-47.1239,0.0,0.0,0.0
-1.5442,-44.7073,0.0,0.0,0.0
-1.5442,-42.2907,0.0,0.0,0.0
-1.5442,-39.8741,0.0,0.0,0.0
-1.5442,-37.4575,0.0,0.0,0.0
-1.5442,-35.0408,0.0,0.0,0.0
-1.5442,-32.6242,0.0,0.0,0.0
-1.5442,-30.2076,0.0,0.0,0.0
-1.5442,-27.791,0.0,0.0,0.0
-1.5442,-25.3744,0.0,0.0,0.0
-1.5442,-22.9578,0.0,0.0,0.0
-1.5442,-20.5412,-29.060358268549493,-18.338445842396155,-24.87110595718481
-1.5442,-18.1246,-716.8000896989523,-713.070346009495,-728.8108601689212
-1.5442,-15.708,-1035.1083253677555,-1046.715668155859,-1056.7613102854202
-1.5442,-13.2914,-1142.5659753453065,-1137.44719225138,-1140.3125188071858
-1.5442,-10.8747,-1173.4329018368785,-1175.7751569803795,-1175.2953484393154
-1.5442,-8.4581,-1205.8461681085798,-1209.5211667631972,-1207.0094323301064
-1.5442,-6.0415,-1175.6331912154847,-1174.9532222784935,-1179.1578925644674
-1.5442,-3.6249,-1118.5509495039823,-1119.3942866272025,-1121.773601208644
-1.5442,-1.2083,-1052.2076992307173,-1056.0920838821708,-1048.736969261306
-1.5442,1.2083,-960.3895462144797,-953.632719480577,-955.0535047330328
-1.5442,3.6249,-815.5545538326026,-821.8361440768808,-814.5097106721764
-1.5442,6.0415,-691.2731648480503,-681.1535779555236,-681.6391770688177
-1.5442,8.4581,-574.9658347547891,-580.7022425480367,-567.0526499514258
-1.5442,10.8747,-439.9113885503837,-418.44424903553113,-417.0635548981206
-1.5442,13.2914,-382.78607305777615,-382.4861996458903,-380.11112800887736
-1.5442,15.708,-356.583049615032,-345.7981596837698,-340.91516611521354
-1.5442,18.1246,-330.4188554009013,-325.98068253434747,-326.2990780129023
-1.5442,20.5412,-257.59799616019194,-257.7651462903547,-253.54269105707056
-1.5442,22.9578,-41.96213386296896,-34.33632308232887,-32.317755642091385
-1.5442,25.3744,0.0,0.0,0.0
-1.5442,27.791,0.0,0.0,0.0
-1.5442,30.2076,0.0,0.0,0.0
-1.5442,32.6242,0.0,0.0,0.0
-1.5442,35.0408,0.0,0.0,0.0
-1.5442,37.4575,0.0,0.0,0.0
-1.5442,39.8741,0.0,0.0,0.0
-1.5442,42.2907,0.0,0.0,0.0
-1.5442,44.7073,0.0,0.0,0.0
-1.5442,47.1239,0.0,0.0,0.0
-1.4377,-47.1239,0.0,0.0,0.0
-1.4377,-44.7073,0.0,0.0,0.0
-1.4377,-42.2907,0.0,0.0,0.0
-1.4377,-39.8741,0.0,0.0,0.0
-1.4377,-37.4575,0.0,0.0,0.0
-1.4377,-35.0408,0.0,0.0,0.0
-1.4377,-32.6242,0.0,0.0,0.0
-1.4377,-30.2076,0.0,0.0,0.0
-1.4377,-27.791,0.0,0.0,0.0
-1.4377,-25.3744,0.0,0.0,0.0
-1.4377,-22.9578,0.0,0.0,0.0
-1.4377,-20.5412,-5.703484992226293,-10.662706536846613,-6.805523404060233
-1.4377,-18.1246,-463.0979078304877,-473.551083570291,-477.1177583310897
-1.4377,-15.708,-946.732662212787,-938.8763067628895,-948.2217664236622
-1.4377,-13.2914,-1050.3395866882838,-1055.8818163879068,-1054.9458400811443
-1.4377,-10.8747,-1099.0022160635363,-1100.1722908207732,-1101.3729263439195
-1.4377,-8.4581,-1130.1747866083417,-1132.8762771304634,-1127.403161474609
-1.4377,-6.0415,-1115.0001640562766,-1118.4193702936582,-1117.8394723539025
-1.4377,-3.6249,-1060.9813649821062,-1059.7830970206005,-1057.7047295792568
-1.4377,-1.2083,-988.3887275506919,-982.5663758624436,-985.9329899730177
-1.4377,1.2083,-884.5933755989984,-869.9807834324922,-862.9997521116043
-1.4377,3.6249,-760.8106260930113,-740.5603818963809,-710.5383070265129
-1.4377,6.0415,-629.1562421418046,-634.475363064765,-635.6759754226462
-1.4377,8.4581,-503.31841958209947,-482.9869866457047,-464.0420837162948
-1.4377,10.8747,-366.05343379485083,-368.50563865144045,-367.05468286156673
-1.4377,13.2914,-335.5864208598109,-336.70591924474826,-333.6215088065204
-1.4377,15.708,-302.5494273012829,-300.5531346562953,-301.33689713094486
-1.4377,18.1246,-288.542375487323,-287.82602757716637,-288.1366862676046
-1.4377,20.5412,-201.61704738653208,-190.22959157771032,-196.84120766644435
-1.4377,22.9578,-10.535769699837486,-10.886494810387894,-31.38414150371105
-1.4377,25.3744,0.0,0.0,0.0
-1.4377,27.791,0.0,0.0,0.0
-1.4377,30.2076,0.0,0.0,0.0
-1.4377,32.6242,0.0,0.0,0.0
-1.4377,35.0408,0.0,0.0,0.0
-1.4377,37.4575,0.0,0.0,0.0
-1.4377,39.8741,0.0,0.0,0.0
-1.4377,42.2907,0.0,0.0,0.0
-1.4377,44.7073,0.0,0.0,0.0
-1.4377,47.1239,0.0,0.0,0.0
-1.3312,-47.1239,0.0,0.0,0.0
-1.3312,-44.7073,0.0,0.0,0.0
-1.3312,-42.2907,0.0,0.0,0.0
-1.3312,-39.8741,0.0,0.0,0.0
-1.3312,-37.4575,0.0,0.0,0.0
-1.3312,-35.0408,0.0,0.0,0.0
-1.3312,-32.6242,0.0,0.0,0.0
-1.3312,-30.2076,0.0,0.0,0.0
-1.3312,-27.791,0.0,0.0,0.0
-1.3312,-25.3744,0.0,0.0,0.0
-1.3312,-22.9578,0.0,0.0,0.0
-1.3312,-20.5412,-5.661622989314495,-4.791571795033336,0.0
-1.3312,-18.1246,-208.17050169187462,-221.51234296513638,-229.60633706842577
-1.3312,-15.708,-742.4434405622011,-753.9878304979953,-751.6322053997405
-1.3312,-13.2914,-949.8142479684632,-961.2436218474148,-955.1295998405956
-1.3312,-10.8747,-1025.5560597785418,-1021.6431474354096,-1027.9952790501611
-1.3312,-8.4581,-1023.4747570875041,-1021.4491134532359,-1019.3603554349166
-1.3312,-6.0415,-1041.4710720170053,-1045.6690824935376,-1054.8449798665138
-1.3312,-3.6249,-997.7143062620789,-993.323128478743,-992.2654957631779
-1.3312,-1.2083,-926.0855175840344,-910.3272133379586,-916.4298528760987
-1.3312,1.2083,-821.882802751304,-797.872344054877,-800.4310381514538
-1.3312,3.6249,-663.9300772044975,-638.7210024949308,-652.1287550518527
-1.3312,6.0415,-533.6159757265273,-529.7859148698187,-522.7247965233381
-1.3312,8.4581,-386.82849693952375,-391.19787097251975,-371.33512655141845
-1.3312,10.8747,-333.8624114997132,-330.44065745636914,-332.30938205484074
-1.3312,13.2914,-290.2547272709735,-294.5873682931972,-284.60438559011084
-1.3312,15.708,-268.6436639771431,-271.22389916861255,-268.3399832547365
-1.3312,18.1246,-241.303725040509,-241.40045313217385,-241.95288229600976
-1.3312,20.5412,-146.96275034405963,-145.90111413807165,-137.6344973060252
-1.3312,22.9578,0.0,-10.734002574750901,0.0
-1.3312,25.3744,0.0,0.0,0.0
-1.3312,27.791,0.0,0.0,0.0
-1.3312,30.2076,0.0,0.0,0.0
-1.3312,32.6242,0.0,0.0,0.0
-1.3312,35.0408,0.0,0.0,0.0
-1.3312,37.4575,0.0,0.0,0.0
-1.3312,39.8741,0.0,0.0,0.0
-1.3312,42.2907,0.0,0.0,0.0
-1.3312,44.7073,0.0,0.0,0.0
-1.3312,47.1239,0.0,0.0,0.0
-1.2247,-47.1239,0.0,0.0,0.0
-1.2247,-44.7073,0.0,0.0,0.0
-1.2247,-42.2907,0.0,0.0,0.0
-1.2247,-39.8741,0.0,0.0,0.0
-1.2247,-37.4575,0.0,0.0,0.0
-1.2247,-35.0408,0.0,0.0,0.0
-1.2247,-32.6242,0.0,0.0,0.0
-1.2247,-30.2076,0.0,0.0,0.0
-1.2247,-27.791,0.0,0.0,0.0
-1.2247,-25.3744,0.0,0.0,0.0
-1.2247,-22.9578,0.0,0.0,0.0
-1.2247,-20.5412,0.0,0.0,0.0
-1.2247,-18.1246,-49.12066332811223,-58.1855392094224,-65.89744851095786
-1.2247,-15.708,-515.2364805760719,-514.9346070714399,-545.7787620327255
-1.2247,-13.2914,-819.740138833959,-838.0882829013001,-857.9513586884672
-1.2247,-10.8747,-941.9229345597937,-948.90809316989,-944.192544743017
-1.2247,-8.4581,-944.2824225876941,-944.5189546963329,-944.3257858351601
-1.2247,-6.0415,-925.0547474438422,-933.0688562243754,-932.524593286227
-1.2247,-3.6249,-925.1113353408147,-920.4904480368715,-920.1951397805595
-1.2247,-1.2083,-851.7609493016008,-847.9485203579683,-845.0125013816253
-1.2247,1.2083,-728.1279922216997,-697.3467897946579,-700.8034692896899
-1.2247,3.6249,-589.6340356856822,-586.4319815859573,-586.5799957904716
-1.2247,6.0415,-437.98159861008094,-424.1784649912746,-410.0462323625891
-1.2247,8.4581,-332.1730840139208,-324.1519741557379,-313.38298708058454
-1.2247,10.8747,-289.48007267682664,-284.0098645187237,-282.42554545515566
-1.2247,13.2914,-247.33858918959854,-247.51067972487573,-243.94572412888775
-1.2247,15.708,-238.33331226640698,-239.8792407247224,-237.627796948659
-1.2247,18.1246,-202.7395443238387,-202.21557571798994,-206.16667357005414
-1.2247,20.5412,-56.6052288368981,-69.0708527654563,-67.69434495911025
-1.2247,22.9578,0.0,0.0,0.0
-1.2247,25.3744,0.0,0.0,0.0
-1.2247,27.791,0.0,0.0,0.0
-1.2247,30.2076,0.0,0.0,0.0
-1.2247,32.6242,0.0,0.0,0.0
-1.2247,35.0408,0.0,0.0,0.0
-1.2247,37.4575,0.0,0.0,0.0
-1.2247,39.8741,0.0,0.0,0.0
-1.2247,42.2907,0.0,0.0,0.0
-1.2247,44.7073,0.0,0.0,0.0
-1.2247,47.1239,0.0,0.0,0.0
-1.1182,-47.1239,0.0,0.0,0.0
-1.1182,-44.7073,0.0,0.0,0.0
-1.1182,-42.2907,0.0,0.0,0.0
-1.1182,-39.8741,0.0,0.0,0.0
-1.1182,-37.4575,0.0,0.0,0.0
-1.1182,-35.0408,0.0,0.0,0.0
-1.1182,-32.6242,0.0,0.0,0.0
-1.1182,-30.2076,0.0,0.0,0.0
-1.1182,-27.791,0.0,0.0,0.0
-1.1182,-25.3744,0.0,0.0,0.0
-1.1182,-22.9578,0.0,0.0,0.0
-1.1182,-20.5412,0.0,0.0,0.0
-1.1182,-18.1246,-18.436415463492807,-12.436215016072474,-58.745994378140395
-1.1182,-15.708,-325.9033507974982,-333.47740977022306,-338.5553726776358
-1.1182,-13.2914,-714.0740416359918,-730.7153267367967,-753.6604221648714
-1.1182,-10.8747,-842.6012487274199,-838.8598418411965,-846.01714273392
-1.1182,-8.4581,-860.6710187288813,-857.4590391762067,-862.7199757040383
-1.1182,-6.0415,-841.4888091753961,-841.2383294306484,-847.793240171086
-1.1182,-3.6249,-808.7490384067453,-807.5386408450956,-813.549001376505
-1.1182,-1.2083,-762.8871433788167,-764.0060561999267,-770.8793340351805
-1.1182,1.2083,-656.4518734087945,-651.9927196289462,-647.6544249217714
-1.1182,3.6249,-511.48280849448986,-510.63847236716384,-511.2631121619001
-1.1182,6.0415,-367.41487766836076,-365.969374566907,-336.88326002306525
-1.1182,8.4581,-289.79889027641644,-294.36088683489396,-289.0271666427939
-1.1182,10.8747,-236.88649854233034,-240.27103561203643,-237.06602571593936
-1.1182,13.2914,-217.3430589029773,-217.8720949807628,-216.6553558350882
-1.1182,15.708,-208.72481464009945,-207.38611990876075,-209.10747122367292
-1.1182,18.1246,-166.91310716035676,-167.21561521805242,-166.5936164666977
-1.1182,20.5412,-13.361804604980833,-25.220024569163357,-14.50939781259681
-1.1182,22.9578,0.0,0.0,0.0
-1.1182,25.3744,0.0,0.0,0.0
-1.1182,27.791,0.0,0.0,0.0
-1.1182,30.2076,0.0,0.0,0.0
-1.1182,32.6242,0.0,0.0,0.0
-1.1182,35.0408,0.0,0.0,0.0
-1.1182,37.4575,0.0,0.0,0.0
-1.1182,39.8741,0.0,0.0,0.0
-1.1182,42.2907,0.0,0.0,0.0
-1.1182,44.7073,0.0,0.0,0.0
-1.1182,47.1239,0.0,0.0,0.0
-1.0117,-47.1239,0.0,0.0,0.0
-1.0117,-44.7073,0.0,0.0,0.0
-1.0117,-42.2907,0.0,0.0,0.0
-1.0117,-39.8741,0.0,0.0,0.0
-1.0117,-37.4575,0.0,0.0,0.0
-1.0117,-35.0408,0.0,0.0,0.0
-1.0117,-32.6242,0.0,0.0,0.0
-1.0117,-30.2076,0.0,0.0,0.0
-1.0117,-27.791,0.0,0.0,0.0
-1.0117,-25.3744,0.0,0.0,0.0
-1.0117,-22.9578,0.0,0.0,0.0
-1.0117,-20.5412,0.0,0.0,0.0
-1.0117,-18.1246,-4.781210746526477,-3.4546314713650363,-4.951140782904769
-1.0117,-15.708,-185.78525314852212,-173.378282410336,-183.82626361386068
-1.0117,-13.2914,-491.18568060787686,-504.18639982628946,-498.45506644443515
-1.0117,-10.8747,-700.8358942282622,-734.4066505964374,-756.0880356695974
-1.0117,-8.4581,-781.1407013734878,-786.1529850599981,-779.1946997354099
-1.0117,-6.0415,-749.6222442601477,-752.975637027429,-747.8060594225035
-1.0117,-3.6249,-713.0370005740566,-711.2557384082363,-720.660792081423
-1.0117,-1.2083,-636.9882003895603,-629.1977529401822,-642.2459047622201
-1.0117,1.2083,-524.1745875449774,-530.0921036884498,-512.786103495809
-1.0117,3.6249,-414.66496520481104,-430.99235041960725,-378.55648298301617
-1.0117,6.0415,-297.78696718321913,-298.47785886304143,-287.987438945051
-1.0117,8.4581,-243.06932870972818,-239.86626588015895,-236.07977639640558
-1.0117,10.8747,-201.08002562397695,-201.1556539574332,-205.2196690120018
-1.0117,13.2914,-194.02504913342273,-195.57495999110998,-195.22333060508325
-1.0117,15.708,-178.90512670302797,-178.6873793453428,-178.92683790001539
-1.0117,18.1246,-117.8040453942049,-115.66085953075705,-118.3910322999777
-1.0117,20.5412,-9.471121286202987,-10.714451088230772,-5.292299308358204
-1.0117,22.9578,0.0,0.0,0.0
-1.0117,25.3744,0.0,0.0,0.0
-1.0117,27.791,0.0,0.0,0.0
-1.0117,30.2076,0.0,0.0,0.0
-1.0117,32.6242,0.0,0.0,0.0
-1.0117,35.0408,0.0,0.0,0.0
-1.0117,37.4575,0.0,0.0,0.0
-1.0117,39.8741,0.0,0.0,0.0
-1.0117,42.2907,0.0,0.0,0.0
-1.0117,44.7073,0.0,0.0,0.0
-1.0117,47.1239,0.0,0.0,0.0
-0.9052,-47.1239,0.0,0.0,0.0
-0.9052,-44.7073,0.0,0.0,0.0
-0.9052,-42.2907,0.0,0.0,0.0
-0.9052,-39.8741,0.0,0.0,0.0
-0.9052,-37.4575,0.0,0.0,0.0
-0.9052,-35.0408,0.0,0.0,0.0
-0.9052,-32.6242,0.0,0.0,0.0
-0.9052,-30.2076,0.0,0.0,0.0
-0.9052,-27.791,0.0,0.0,0.0
-0.9052,-25.3744,0.0,0.0,0.0
-0.9052,-22.9578,0.0,0.0,0.0
-0.9052,-20.5412,0.0,0.0,0.0
-0.9052,-18.1246,0.0,0.0,-4.3126412754376435
-0.9052,-15.708,-82.26977847635334,-84.67576511255457,-78.75606475477582
-0.9052,-13.2914,-337.04277301660295,-322.41965386756124,-325.4405450081559
-0.9052,-10.8747,-557.6539690175941,-657.2914760470389,-659.8692620306188
-0.9052,-8.4581,-715.7700552300031,-713.03832568976,-712.3686191007748
-0.9052,-6.0415,-684.0144685755815,-684.6959684584365,-685.1114304886947
-0.9052,-3.6249,-625.1505808398185,-625.8820674679654,-631.9199969867018
-0.9052,-1.2083,-549.5802597556581,-555.7598664048932,-549.5554806425242
-0.9052,1.2083,-463.3253090660045,-451.59677757234897,-443.9228552029712
-0.9052,3.6249,-315.4159791032289,-312.0107807086688,-291.4412153484431
-0.9052,6.0415,-248.55470083645153,-249.0635890792455,-248.74688706597254
-0.9052,8.4581,-199.97273044809236,-199.40184521483937,-198.96885298403996
-0.9052,10.8747,-177.58093468306825,-173.70969079519585,-175.52101121881734
-0.9052,13.2914,-170.77251028721076,-170.31499911761176,-171.4431436828697
-0.9052,15.708,-148.96098418451564,-149.2539285591276,-150.19660675594693
-0.9052,18.1246,-79.70028292727424,-79.51623014674537,-74.10821440758544
-0.9052,20.5412,0.0,-6.565137773740588,0.0
-0.9052,22.9578,0.0,0.0,0.0
-0.9052,25.3744,0.0,0.0,0.0
-0.9052,27.791,0.0,0.0,0.0
-0.9052,30.2076,0.0,0.0,0.0
-0.9052,32.6242,0.0,0.0,0.0
-0.9052,35.0408,0.0,0.0,0.0
-0.9052,37.4575,0.0,0.0,0.0
-0.9052,39.8741,0.0,0.0,0.0
-0.9052,42.2907,0.0,0.0,0.0
-0.9052,44.7073,0.0,0.0,0.0
-0.9052,47.1239,0.0,0.0,0.0
-0.7987,-47.1239,0.0,0.0,0.0
-0.7987,-44.7073,0.0,0.0,0.0
-0.7987,-42.2907,0.0,0.0,0.0
-0.7987,-39.8741,0.0,0.0,0.0
-0.7987,-37.4575,0.0,0.0,0.0
-0.7987,-35.0408,0.0,0.0,0.0
-0.7987,-32.6242,0.0,0.0,0.0
-0.7987,-30.2076,0.0,0.0,0.0
-0.7987,-27.791,0.0,0.0,0.0
